"N","sim","alpha","e","P","seed","rownum","intercept","beta","y_var","R","b","e_alpha"
10000,1451,0.25,1,100,97282,4351,1,3,1000,100,100,1
25000,1451,0.25,1,250,71710,4352,1,3,1000,100,100,1
50000,1451,0.25,1,500,53890,4353,1,3,1000,100,100,1
10000,1452,0.25,1,100,72727,4354,1,3,1000,100,100,1
25000,1452,0.25,1,250,32031,4355,1,3,1000,100,100,1
50000,1452,0.25,1,500,84479,4356,1,3,1000,100,100,1
10000,1453,0.25,1,100,71629,4357,1,3,1000,100,100,1
25000,1453,0.25,1,250,67464,4358,1,3,1000,100,100,1
50000,1453,0.25,1,500,69865,4359,1,3,1000,100,100,1
10000,1454,0.25,1,100,33669,4360,1,3,1000,100,100,1
25000,1454,0.25,1,250,83519,4361,1,3,1000,100,100,1
50000,1454,0.25,1,500,16396,4362,1,3,1000,100,100,1
10000,1455,0.25,1,100,5218,4363,1,3,1000,100,100,1
25000,1455,0.25,1,250,39744,4364,1,3,1000,100,100,1
50000,1455,0.25,1,500,8880,4365,1,3,1000,100,100,1
10000,1456,0.25,1,100,19705,4366,1,3,1000,100,100,1
25000,1456,0.25,1,250,47492,4367,1,3,1000,100,100,1
50000,1456,0.25,1,500,3266,4368,1,3,1000,100,100,1
10000,1457,0.25,1,100,80997,4369,1,3,1000,100,100,1
25000,1457,0.25,1,250,61142,4370,1,3,1000,100,100,1
50000,1457,0.25,1,500,87797,4371,1,3,1000,100,100,1
10000,1458,0.25,1,100,7187,4372,1,3,1000,100,100,1
25000,1458,0.25,1,250,32670,4373,1,3,1000,100,100,1
50000,1458,0.25,1,500,70412,4374,1,3,1000,100,100,1
10000,1459,0.25,1,100,31565,4375,1,3,1000,100,100,1
25000,1459,0.25,1,250,94665,4376,1,3,1000,100,100,1
50000,1459,0.25,1,500,73465,4377,1,3,1000,100,100,1
10000,1460,0.25,1,100,97095,4378,1,3,1000,100,100,1
25000,1460,0.25,1,250,35819,4379,1,3,1000,100,100,1
50000,1460,0.25,1,500,36834,4380,1,3,1000,100,100,1
10000,1461,0.25,1,100,6868,4381,1,3,1000,100,100,1
25000,1461,0.25,1,250,45989,4382,1,3,1000,100,100,1
50000,1461,0.25,1,500,58619,4383,1,3,1000,100,100,1
10000,1462,0.25,1,100,66072,4384,1,3,1000,100,100,1
25000,1462,0.25,1,250,84756,4385,1,3,1000,100,100,1
50000,1462,0.25,1,500,87786,4386,1,3,1000,100,100,1
10000,1463,0.25,1,100,88610,4387,1,3,1000,100,100,1
25000,1463,0.25,1,250,84162,4388,1,3,1000,100,100,1
50000,1463,0.25,1,500,19422,4389,1,3,1000,100,100,1
10000,1464,0.25,1,100,14343,4390,1,3,1000,100,100,1
25000,1464,0.25,1,250,80148,4391,1,3,1000,100,100,1
50000,1464,0.25,1,500,5830,4392,1,3,1000,100,100,1
10000,1465,0.25,1,100,65533,4393,1,3,1000,100,100,1
25000,1465,0.25,1,250,34607,4394,1,3,1000,100,100,1
50000,1465,0.25,1,500,3212,4395,1,3,1000,100,100,1
10000,1466,0.25,1,100,64378,4396,1,3,1000,100,100,1
25000,1466,0.25,1,250,19434,4397,1,3,1000,100,100,1
50000,1466,0.25,1,500,19871,4398,1,3,1000,100,100,1
10000,1467,0.25,1,100,96557,4399,1,3,1000,100,100,1
25000,1467,0.25,1,250,34795,4400,1,3,1000,100,100,1
50000,1467,0.25,1,500,27683,4401,1,3,1000,100,100,1
10000,1468,0.25,1,100,51755,4402,1,3,1000,100,100,1
25000,1468,0.25,1,250,84630,4403,1,3,1000,100,100,1
50000,1468,0.25,1,500,72977,4404,1,3,1000,100,100,1
10000,1469,0.25,1,100,74944,4405,1,3,1000,100,100,1
25000,1469,0.25,1,250,45090,4406,1,3,1000,100,100,1
50000,1469,0.25,1,500,65176,4407,1,3,1000,100,100,1
10000,1470,0.25,1,100,96663,4408,1,3,1000,100,100,1
25000,1470,0.25,1,250,7112,4409,1,3,1000,100,100,1
50000,1470,0.25,1,500,95105,4410,1,3,1000,100,100,1
10000,1471,0.25,1,100,30589,4411,1,3,1000,100,100,1
25000,1471,0.25,1,250,12609,4412,1,3,1000,100,100,1
50000,1471,0.25,1,500,32526,4413,1,3,1000,100,100,1
10000,1472,0.25,1,100,1387,4414,1,3,1000,100,100,1
25000,1472,0.25,1,250,11414,4415,1,3,1000,100,100,1
50000,1472,0.25,1,500,24592,4416,1,3,1000,100,100,1
10000,1473,0.25,1,100,48237,4417,1,3,1000,100,100,1
25000,1473,0.25,1,250,1789,4418,1,3,1000,100,100,1
50000,1473,0.25,1,500,85021,4419,1,3,1000,100,100,1
10000,1474,0.25,1,100,9786,4420,1,3,1000,100,100,1
25000,1474,0.25,1,250,40558,4421,1,3,1000,100,100,1
50000,1474,0.25,1,500,65789,4422,1,3,1000,100,100,1
10000,1475,0.25,1,100,40958,4423,1,3,1000,100,100,1
25000,1475,0.25,1,250,24739,4424,1,3,1000,100,100,1
50000,1475,0.25,1,500,27682,4425,1,3,1000,100,100,1
10000,1476,0.25,1,100,5492,4426,1,3,1000,100,100,1
25000,1476,0.25,1,250,77594,4427,1,3,1000,100,100,1
50000,1476,0.25,1,500,89401,4428,1,3,1000,100,100,1
10000,1477,0.25,1,100,79086,4429,1,3,1000,100,100,1
25000,1477,0.25,1,250,3435,4430,1,3,1000,100,100,1
50000,1477,0.25,1,500,52995,4431,1,3,1000,100,100,1
10000,1478,0.25,1,100,85013,4432,1,3,1000,100,100,1
25000,1478,0.25,1,250,93512,4433,1,3,1000,100,100,1
50000,1478,0.25,1,500,7503,4434,1,3,1000,100,100,1
10000,1479,0.25,1,100,44319,4435,1,3,1000,100,100,1
25000,1479,0.25,1,250,32600,4436,1,3,1000,100,100,1
50000,1479,0.25,1,500,94009,4437,1,3,1000,100,100,1
10000,1480,0.25,1,100,86531,4438,1,3,1000,100,100,1
25000,1480,0.25,1,250,12703,4439,1,3,1000,100,100,1
50000,1480,0.25,1,500,57578,4440,1,3,1000,100,100,1
10000,1481,0.25,1,100,41200,4441,1,3,1000,100,100,1
25000,1481,0.25,1,250,37104,4442,1,3,1000,100,100,1
50000,1481,0.25,1,500,65263,4443,1,3,1000,100,100,1
10000,1482,0.25,1,100,11152,4444,1,3,1000,100,100,1
25000,1482,0.25,1,250,34767,4445,1,3,1000,100,100,1
50000,1482,0.25,1,500,43250,4446,1,3,1000,100,100,1
10000,1483,0.25,1,100,82205,4447,1,3,1000,100,100,1
25000,1483,0.25,1,250,46563,4448,1,3,1000,100,100,1
50000,1483,0.25,1,500,19164,4449,1,3,1000,100,100,1
10000,1484,0.25,1,100,25744,4450,1,3,1000,100,100,1
25000,1484,0.25,1,250,14492,4451,1,3,1000,100,100,1
50000,1484,0.25,1,500,47714,4452,1,3,1000,100,100,1
10000,1485,0.25,1,100,65102,4453,1,3,1000,100,100,1
25000,1485,0.25,1,250,19577,4454,1,3,1000,100,100,1
50000,1485,0.25,1,500,77063,4455,1,3,1000,100,100,1
10000,1486,0.25,1,100,66863,4456,1,3,1000,100,100,1
25000,1486,0.25,1,250,38844,4457,1,3,1000,100,100,1
50000,1486,0.25,1,500,66165,4458,1,3,1000,100,100,1
10000,1487,0.25,1,100,6447,4459,1,3,1000,100,100,1
25000,1487,0.25,1,250,78930,4460,1,3,1000,100,100,1
50000,1487,0.25,1,500,91591,4461,1,3,1000,100,100,1
10000,1488,0.25,1,100,29096,4462,1,3,1000,100,100,1
25000,1488,0.25,1,250,21626,4463,1,3,1000,100,100,1
50000,1488,0.25,1,500,32464,4464,1,3,1000,100,100,1
10000,1489,0.25,1,100,51962,4465,1,3,1000,100,100,1
25000,1489,0.25,1,250,68706,4466,1,3,1000,100,100,1
50000,1489,0.25,1,500,92173,4467,1,3,1000,100,100,1
10000,1490,0.25,1,100,65732,4468,1,3,1000,100,100,1
25000,1490,0.25,1,250,87661,4469,1,3,1000,100,100,1
50000,1490,0.25,1,500,66391,4470,1,3,1000,100,100,1
10000,1491,0.25,1,100,1946,4471,1,3,1000,100,100,1
25000,1491,0.25,1,250,97349,4472,1,3,1000,100,100,1
50000,1491,0.25,1,500,4843,4473,1,3,1000,100,100,1
10000,1492,0.25,1,100,23688,4474,1,3,1000,100,100,1
25000,1492,0.25,1,250,41568,4475,1,3,1000,100,100,1
50000,1492,0.25,1,500,12214,4476,1,3,1000,100,100,1
10000,1493,0.25,1,100,92741,4477,1,3,1000,100,100,1
25000,1493,0.25,1,250,40371,4478,1,3,1000,100,100,1
50000,1493,0.25,1,500,85870,4479,1,3,1000,100,100,1
10000,1494,0.25,1,100,34432,4480,1,3,1000,100,100,1
25000,1494,0.25,1,250,97064,4481,1,3,1000,100,100,1
50000,1494,0.25,1,500,98694,4482,1,3,1000,100,100,1
10000,1495,0.25,1,100,32592,4483,1,3,1000,100,100,1
25000,1495,0.25,1,250,43551,4484,1,3,1000,100,100,1
50000,1495,0.25,1,500,74719,4485,1,3,1000,100,100,1
10000,1496,0.25,1,100,82629,4486,1,3,1000,100,100,1
25000,1496,0.25,1,250,94966,4487,1,3,1000,100,100,1
50000,1496,0.25,1,500,91605,4488,1,3,1000,100,100,1
10000,1497,0.25,1,100,4471,4489,1,3,1000,100,100,1
25000,1497,0.25,1,250,5353,4490,1,3,1000,100,100,1
50000,1497,0.25,1,500,433,4491,1,3,1000,100,100,1
10000,1498,0.25,1,100,69253,4492,1,3,1000,100,100,1
25000,1498,0.25,1,250,66126,4493,1,3,1000,100,100,1
50000,1498,0.25,1,500,74026,4494,1,3,1000,100,100,1
10000,1499,0.25,1,100,62707,4495,1,3,1000,100,100,1
25000,1499,0.25,1,250,15804,4496,1,3,1000,100,100,1
50000,1499,0.25,1,500,64776,4497,1,3,1000,100,100,1
10000,1500,0.25,1,100,50806,4498,1,3,1000,100,100,1
25000,1500,0.25,1,250,33873,4499,1,3,1000,100,100,1
50000,1500,0.25,1,500,86219,4500,1,3,1000,100,100,1
10000,1501,0.25,1,100,70098,4501,1,3,1000,100,100,1
25000,1501,0.25,1,250,30676,4502,1,3,1000,100,100,1
50000,1501,0.25,1,500,95709,4503,1,3,1000,100,100,1
10000,1502,0.25,1,100,92238,4504,1,3,1000,100,100,1
25000,1502,0.25,1,250,98917,4505,1,3,1000,100,100,1
50000,1502,0.25,1,500,92733,4506,1,3,1000,100,100,1
10000,1503,0.25,1,100,23725,4507,1,3,1000,100,100,1
25000,1503,0.25,1,250,98671,4508,1,3,1000,100,100,1
50000,1503,0.25,1,500,45698,4509,1,3,1000,100,100,1
10000,1504,0.25,1,100,40911,4510,1,3,1000,100,100,1
25000,1504,0.25,1,250,19508,4511,1,3,1000,100,100,1
50000,1504,0.25,1,500,96615,4512,1,3,1000,100,100,1
10000,1505,0.25,1,100,91112,4513,1,3,1000,100,100,1
25000,1505,0.25,1,250,67528,4514,1,3,1000,100,100,1
50000,1505,0.25,1,500,33427,4515,1,3,1000,100,100,1
10000,1506,0.25,1,100,55191,4516,1,3,1000,100,100,1
25000,1506,0.25,1,250,70403,4517,1,3,1000,100,100,1
50000,1506,0.25,1,500,12155,4518,1,3,1000,100,100,1
10000,1507,0.25,1,100,90205,4519,1,3,1000,100,100,1
25000,1507,0.25,1,250,46452,4520,1,3,1000,100,100,1
50000,1507,0.25,1,500,10555,4521,1,3,1000,100,100,1
10000,1508,0.25,1,100,86680,4522,1,3,1000,100,100,1
25000,1508,0.25,1,250,10494,4523,1,3,1000,100,100,1
50000,1508,0.25,1,500,25007,4524,1,3,1000,100,100,1
10000,1509,0.25,1,100,72494,4525,1,3,1000,100,100,1
25000,1509,0.25,1,250,30373,4526,1,3,1000,100,100,1
50000,1509,0.25,1,500,29590,4527,1,3,1000,100,100,1
10000,1510,0.25,1,100,89618,4528,1,3,1000,100,100,1
25000,1510,0.25,1,250,35857,4529,1,3,1000,100,100,1
50000,1510,0.25,1,500,1840,4530,1,3,1000,100,100,1
10000,1511,0.25,1,100,79136,4531,1,3,1000,100,100,1
25000,1511,0.25,1,250,25386,4532,1,3,1000,100,100,1
50000,1511,0.25,1,500,44787,4533,1,3,1000,100,100,1
10000,1512,0.25,1,100,42712,4534,1,3,1000,100,100,1
25000,1512,0.25,1,250,81666,4535,1,3,1000,100,100,1
50000,1512,0.25,1,500,39918,4536,1,3,1000,100,100,1
10000,1513,0.25,1,100,9770,4537,1,3,1000,100,100,1
25000,1513,0.25,1,250,77654,4538,1,3,1000,100,100,1
50000,1513,0.25,1,500,86054,4539,1,3,1000,100,100,1
10000,1514,0.25,1,100,36628,4540,1,3,1000,100,100,1
25000,1514,0.25,1,250,59359,4541,1,3,1000,100,100,1
50000,1514,0.25,1,500,51024,4542,1,3,1000,100,100,1
10000,1515,0.25,1,100,87281,4543,1,3,1000,100,100,1
25000,1515,0.25,1,250,83401,4544,1,3,1000,100,100,1
50000,1515,0.25,1,500,84020,4545,1,3,1000,100,100,1
10000,1516,0.25,1,100,3523,4546,1,3,1000,100,100,1
25000,1516,0.25,1,250,83263,4547,1,3,1000,100,100,1
50000,1516,0.25,1,500,36910,4548,1,3,1000,100,100,1
10000,1517,0.25,1,100,23665,4549,1,3,1000,100,100,1
25000,1517,0.25,1,250,67778,4550,1,3,1000,100,100,1
50000,1517,0.25,1,500,38035,4551,1,3,1000,100,100,1
10000,1518,0.25,1,100,28119,4552,1,3,1000,100,100,1
25000,1518,0.25,1,250,87345,4553,1,3,1000,100,100,1
50000,1518,0.25,1,500,56199,4554,1,3,1000,100,100,1
10000,1519,0.25,1,100,66260,4555,1,3,1000,100,100,1
25000,1519,0.25,1,250,45166,4556,1,3,1000,100,100,1
50000,1519,0.25,1,500,97382,4557,1,3,1000,100,100,1
10000,1520,0.25,1,100,62255,4558,1,3,1000,100,100,1
25000,1520,0.25,1,250,86997,4559,1,3,1000,100,100,1
50000,1520,0.25,1,500,98696,4560,1,3,1000,100,100,1
10000,1521,0.25,1,100,85550,4561,1,3,1000,100,100,1
25000,1521,0.25,1,250,92048,4562,1,3,1000,100,100,1
50000,1521,0.25,1,500,47873,4563,1,3,1000,100,100,1
10000,1522,0.25,1,100,65523,4564,1,3,1000,100,100,1
25000,1522,0.25,1,250,8475,4565,1,3,1000,100,100,1
50000,1522,0.25,1,500,5045,4566,1,3,1000,100,100,1
10000,1523,0.25,1,100,42666,4567,1,3,1000,100,100,1
25000,1523,0.25,1,250,70524,4568,1,3,1000,100,100,1
50000,1523,0.25,1,500,5282,4569,1,3,1000,100,100,1
10000,1524,0.25,1,100,94654,4570,1,3,1000,100,100,1
25000,1524,0.25,1,250,64110,4571,1,3,1000,100,100,1
50000,1524,0.25,1,500,87667,4572,1,3,1000,100,100,1
10000,1525,0.25,1,100,56282,4573,1,3,1000,100,100,1
25000,1525,0.25,1,250,73521,4574,1,3,1000,100,100,1
50000,1525,0.25,1,500,60210,4575,1,3,1000,100,100,1
10000,1526,0.25,1,100,12376,4576,1,3,1000,100,100,1
25000,1526,0.25,1,250,83318,4577,1,3,1000,100,100,1
50000,1526,0.25,1,500,28143,4578,1,3,1000,100,100,1
10000,1527,0.25,1,100,4665,4579,1,3,1000,100,100,1
25000,1527,0.25,1,250,86442,4580,1,3,1000,100,100,1
50000,1527,0.25,1,500,65964,4581,1,3,1000,100,100,1
10000,1528,0.25,1,100,96632,4582,1,3,1000,100,100,1
25000,1528,0.25,1,250,37948,4583,1,3,1000,100,100,1
50000,1528,0.25,1,500,28407,4584,1,3,1000,100,100,1
10000,1529,0.25,1,100,10574,4585,1,3,1000,100,100,1
25000,1529,0.25,1,250,72590,4586,1,3,1000,100,100,1
50000,1529,0.25,1,500,89633,4587,1,3,1000,100,100,1
10000,1530,0.25,1,100,14033,4588,1,3,1000,100,100,1
25000,1530,0.25,1,250,48781,4589,1,3,1000,100,100,1
50000,1530,0.25,1,500,91133,4590,1,3,1000,100,100,1
10000,1531,0.25,1,100,6030,4591,1,3,1000,100,100,1
25000,1531,0.25,1,250,75097,4592,1,3,1000,100,100,1
50000,1531,0.25,1,500,22670,4593,1,3,1000,100,100,1
10000,1532,0.25,1,100,42322,4594,1,3,1000,100,100,1
25000,1532,0.25,1,250,82062,4595,1,3,1000,100,100,1
50000,1532,0.25,1,500,23596,4596,1,3,1000,100,100,1
10000,1533,0.25,1,100,12043,4597,1,3,1000,100,100,1
25000,1533,0.25,1,250,42881,4598,1,3,1000,100,100,1
50000,1533,0.25,1,500,83944,4599,1,3,1000,100,100,1
10000,1534,0.25,1,100,21699,4600,1,3,1000,100,100,1
25000,1534,0.25,1,250,86386,4601,1,3,1000,100,100,1
50000,1534,0.25,1,500,72358,4602,1,3,1000,100,100,1
10000,1535,0.25,1,100,28941,4603,1,3,1000,100,100,1
25000,1535,0.25,1,250,1108,4604,1,3,1000,100,100,1
50000,1535,0.25,1,500,75147,4605,1,3,1000,100,100,1
10000,1536,0.25,1,100,50006,4606,1,3,1000,100,100,1
25000,1536,0.25,1,250,21136,4607,1,3,1000,100,100,1
50000,1536,0.25,1,500,28047,4608,1,3,1000,100,100,1
10000,1537,0.25,1,100,90676,4609,1,3,1000,100,100,1
25000,1537,0.25,1,250,98786,4610,1,3,1000,100,100,1
50000,1537,0.25,1,500,38557,4611,1,3,1000,100,100,1
10000,1538,0.25,1,100,78912,4612,1,3,1000,100,100,1
25000,1538,0.25,1,250,34938,4613,1,3,1000,100,100,1
50000,1538,0.25,1,500,18120,4614,1,3,1000,100,100,1
10000,1539,0.25,1,100,44388,4615,1,3,1000,100,100,1
25000,1539,0.25,1,250,86076,4616,1,3,1000,100,100,1
50000,1539,0.25,1,500,8445,4617,1,3,1000,100,100,1
10000,1540,0.25,1,100,67624,4618,1,3,1000,100,100,1
25000,1540,0.25,1,250,69463,4619,1,3,1000,100,100,1
50000,1540,0.25,1,500,53659,4620,1,3,1000,100,100,1
10000,1541,0.25,1,100,55763,4621,1,3,1000,100,100,1
25000,1541,0.25,1,250,24396,4622,1,3,1000,100,100,1
50000,1541,0.25,1,500,49745,4623,1,3,1000,100,100,1
10000,1542,0.25,1,100,23742,4624,1,3,1000,100,100,1
25000,1542,0.25,1,250,23606,4625,1,3,1000,100,100,1
50000,1542,0.25,1,500,2924,4626,1,3,1000,100,100,1
10000,1543,0.25,1,100,6036,4627,1,3,1000,100,100,1
25000,1543,0.25,1,250,16716,4628,1,3,1000,100,100,1
50000,1543,0.25,1,500,47801,4629,1,3,1000,100,100,1
10000,1544,0.25,1,100,86032,4630,1,3,1000,100,100,1
25000,1544,0.25,1,250,15184,4631,1,3,1000,100,100,1
50000,1544,0.25,1,500,42756,4632,1,3,1000,100,100,1
10000,1545,0.25,1,100,80639,4633,1,3,1000,100,100,1
25000,1545,0.25,1,250,31042,4634,1,3,1000,100,100,1
50000,1545,0.25,1,500,52929,4635,1,3,1000,100,100,1
10000,1546,0.25,1,100,29262,4636,1,3,1000,100,100,1
25000,1546,0.25,1,250,29861,4637,1,3,1000,100,100,1
50000,1546,0.25,1,500,46838,4638,1,3,1000,100,100,1
10000,1547,0.25,1,100,61998,4639,1,3,1000,100,100,1
25000,1547,0.25,1,250,46110,4640,1,3,1000,100,100,1
50000,1547,0.25,1,500,40752,4641,1,3,1000,100,100,1
10000,1548,0.25,1,100,48508,4642,1,3,1000,100,100,1
25000,1548,0.25,1,250,32159,4643,1,3,1000,100,100,1
50000,1548,0.25,1,500,42351,4644,1,3,1000,100,100,1
10000,1549,0.25,1,100,88812,4645,1,3,1000,100,100,1
25000,1549,0.25,1,250,25834,4646,1,3,1000,100,100,1
50000,1549,0.25,1,500,1270,4647,1,3,1000,100,100,1
10000,1550,0.25,1,100,57471,4648,1,3,1000,100,100,1
25000,1550,0.25,1,250,31535,4649,1,3,1000,100,100,1
50000,1550,0.25,1,500,27393,4650,1,3,1000,100,100,1
10000,1551,0.25,1,100,1202,4651,1,3,1000,100,100,1
25000,1551,0.25,1,250,79949,4652,1,3,1000,100,100,1
50000,1551,0.25,1,500,52872,4653,1,3,1000,100,100,1
10000,1552,0.25,1,100,87704,4654,1,3,1000,100,100,1
25000,1552,0.25,1,250,79804,4655,1,3,1000,100,100,1
50000,1552,0.25,1,500,78108,4656,1,3,1000,100,100,1
10000,1553,0.25,1,100,34976,4657,1,3,1000,100,100,1
25000,1553,0.25,1,250,71257,4658,1,3,1000,100,100,1
50000,1553,0.25,1,500,29247,4659,1,3,1000,100,100,1
10000,1554,0.25,1,100,76432,4660,1,3,1000,100,100,1
25000,1554,0.25,1,250,43264,4661,1,3,1000,100,100,1
50000,1554,0.25,1,500,14984,4662,1,3,1000,100,100,1
10000,1555,0.25,1,100,44360,4663,1,3,1000,100,100,1
25000,1555,0.25,1,250,98733,4664,1,3,1000,100,100,1
50000,1555,0.25,1,500,79764,4665,1,3,1000,100,100,1
10000,1556,0.25,1,100,45654,4666,1,3,1000,100,100,1
25000,1556,0.25,1,250,48244,4667,1,3,1000,100,100,1
50000,1556,0.25,1,500,24106,4668,1,3,1000,100,100,1
10000,1557,0.25,1,100,20085,4669,1,3,1000,100,100,1
25000,1557,0.25,1,250,15529,4670,1,3,1000,100,100,1
50000,1557,0.25,1,500,53324,4671,1,3,1000,100,100,1
10000,1558,0.25,1,100,50571,4672,1,3,1000,100,100,1
25000,1558,0.25,1,250,89483,4673,1,3,1000,100,100,1
50000,1558,0.25,1,500,71309,4674,1,3,1000,100,100,1
10000,1559,0.25,1,100,5168,4675,1,3,1000,100,100,1
25000,1559,0.25,1,250,21670,4676,1,3,1000,100,100,1
50000,1559,0.25,1,500,31514,4677,1,3,1000,100,100,1
10000,1560,0.25,1,100,97755,4678,1,3,1000,100,100,1
25000,1560,0.25,1,250,23808,4679,1,3,1000,100,100,1
50000,1560,0.25,1,500,43563,4680,1,3,1000,100,100,1
10000,1561,0.25,1,100,23651,4681,1,3,1000,100,100,1
25000,1561,0.25,1,250,23845,4682,1,3,1000,100,100,1
50000,1561,0.25,1,500,76976,4683,1,3,1000,100,100,1
10000,1562,0.25,1,100,53009,4684,1,3,1000,100,100,1
25000,1562,0.25,1,250,29654,4685,1,3,1000,100,100,1
50000,1562,0.25,1,500,84209,4686,1,3,1000,100,100,1
10000,1563,0.25,1,100,41360,4687,1,3,1000,100,100,1
25000,1563,0.25,1,250,84318,4688,1,3,1000,100,100,1
50000,1563,0.25,1,500,24498,4689,1,3,1000,100,100,1
10000,1564,0.25,1,100,20074,4690,1,3,1000,100,100,1
25000,1564,0.25,1,250,28220,4691,1,3,1000,100,100,1
50000,1564,0.25,1,500,21066,4692,1,3,1000,100,100,1
10000,1565,0.25,1,100,82283,4693,1,3,1000,100,100,1
25000,1565,0.25,1,250,35946,4694,1,3,1000,100,100,1
50000,1565,0.25,1,500,81894,4695,1,3,1000,100,100,1
10000,1566,0.25,1,100,52274,4696,1,3,1000,100,100,1
25000,1566,0.25,1,250,19374,4697,1,3,1000,100,100,1
50000,1566,0.25,1,500,77902,4698,1,3,1000,100,100,1
10000,1567,0.25,1,100,50979,4699,1,3,1000,100,100,1
25000,1567,0.25,1,250,98546,4700,1,3,1000,100,100,1
50000,1567,0.25,1,500,81787,4701,1,3,1000,100,100,1
10000,1568,0.25,1,100,68750,4702,1,3,1000,100,100,1
25000,1568,0.25,1,250,21975,4703,1,3,1000,100,100,1
50000,1568,0.25,1,500,28747,4704,1,3,1000,100,100,1
10000,1569,0.25,1,100,13552,4705,1,3,1000,100,100,1
25000,1569,0.25,1,250,58929,4706,1,3,1000,100,100,1
50000,1569,0.25,1,500,8391,4707,1,3,1000,100,100,1
10000,1570,0.25,1,100,2229,4708,1,3,1000,100,100,1
25000,1570,0.25,1,250,53279,4709,1,3,1000,100,100,1
50000,1570,0.25,1,500,7920,4710,1,3,1000,100,100,1
10000,1571,0.25,1,100,77201,4711,1,3,1000,100,100,1
25000,1571,0.25,1,250,21907,4712,1,3,1000,100,100,1
50000,1571,0.25,1,500,47560,4713,1,3,1000,100,100,1
10000,1572,0.25,1,100,26349,4714,1,3,1000,100,100,1
25000,1572,0.25,1,250,10649,4715,1,3,1000,100,100,1
50000,1572,0.25,1,500,55814,4716,1,3,1000,100,100,1
10000,1573,0.25,1,100,58029,4717,1,3,1000,100,100,1
25000,1573,0.25,1,250,29296,4718,1,3,1000,100,100,1
50000,1573,0.25,1,500,84662,4719,1,3,1000,100,100,1
10000,1574,0.25,1,100,57784,4720,1,3,1000,100,100,1
25000,1574,0.25,1,250,24435,4721,1,3,1000,100,100,1
50000,1574,0.25,1,500,49305,4722,1,3,1000,100,100,1
10000,1575,0.25,1,100,62460,4723,1,3,1000,100,100,1
25000,1575,0.25,1,250,81419,4724,1,3,1000,100,100,1
50000,1575,0.25,1,500,3997,4725,1,3,1000,100,100,1
10000,1576,0.25,1,100,5136,4726,1,3,1000,100,100,1
25000,1576,0.25,1,250,59752,4727,1,3,1000,100,100,1
50000,1576,0.25,1,500,50934,4728,1,3,1000,100,100,1
10000,1577,0.25,1,100,86948,4729,1,3,1000,100,100,1
25000,1577,0.25,1,250,51296,4730,1,3,1000,100,100,1
50000,1577,0.25,1,500,63158,4731,1,3,1000,100,100,1
10000,1578,0.25,1,100,95436,4732,1,3,1000,100,100,1
25000,1578,0.25,1,250,32895,4733,1,3,1000,100,100,1
50000,1578,0.25,1,500,90954,4734,1,3,1000,100,100,1
10000,1579,0.25,1,100,61732,4735,1,3,1000,100,100,1
25000,1579,0.25,1,250,54510,4736,1,3,1000,100,100,1
50000,1579,0.25,1,500,92438,4737,1,3,1000,100,100,1
10000,1580,0.25,1,100,82521,4738,1,3,1000,100,100,1
25000,1580,0.25,1,250,17257,4739,1,3,1000,100,100,1
50000,1580,0.25,1,500,73150,4740,1,3,1000,100,100,1
10000,1581,0.25,1,100,29479,4741,1,3,1000,100,100,1
25000,1581,0.25,1,250,60384,4742,1,3,1000,100,100,1
50000,1581,0.25,1,500,79060,4743,1,3,1000,100,100,1
10000,1582,0.25,1,100,67999,4744,1,3,1000,100,100,1
25000,1582,0.25,1,250,40571,4745,1,3,1000,100,100,1
50000,1582,0.25,1,500,65739,4746,1,3,1000,100,100,1
10000,1583,0.25,1,100,85825,4747,1,3,1000,100,100,1
25000,1583,0.25,1,250,92704,4748,1,3,1000,100,100,1
50000,1583,0.25,1,500,66233,4749,1,3,1000,100,100,1
10000,1584,0.25,1,100,46357,4750,1,3,1000,100,100,1
25000,1584,0.25,1,250,12051,4751,1,3,1000,100,100,1
50000,1584,0.25,1,500,93491,4752,1,3,1000,100,100,1
10000,1585,0.25,1,100,34201,4753,1,3,1000,100,100,1
25000,1585,0.25,1,250,69958,4754,1,3,1000,100,100,1
50000,1585,0.25,1,500,46442,4755,1,3,1000,100,100,1
10000,1586,0.25,1,100,60102,4756,1,3,1000,100,100,1
25000,1586,0.25,1,250,70021,4757,1,3,1000,100,100,1
50000,1586,0.25,1,500,84066,4758,1,3,1000,100,100,1
10000,1587,0.25,1,100,24417,4759,1,3,1000,100,100,1
25000,1587,0.25,1,250,28859,4760,1,3,1000,100,100,1
50000,1587,0.25,1,500,85090,4761,1,3,1000,100,100,1
10000,1588,0.25,1,100,30149,4762,1,3,1000,100,100,1
25000,1588,0.25,1,250,18727,4763,1,3,1000,100,100,1
50000,1588,0.25,1,500,62276,4764,1,3,1000,100,100,1
10000,1589,0.25,1,100,90965,4765,1,3,1000,100,100,1
25000,1589,0.25,1,250,94242,4766,1,3,1000,100,100,1
50000,1589,0.25,1,500,44536,4767,1,3,1000,100,100,1
10000,1590,0.25,1,100,2323,4768,1,3,1000,100,100,1
25000,1590,0.25,1,250,23678,4769,1,3,1000,100,100,1
50000,1590,0.25,1,500,47898,4770,1,3,1000,100,100,1
10000,1591,0.25,1,100,74537,4771,1,3,1000,100,100,1
25000,1591,0.25,1,250,46135,4772,1,3,1000,100,100,1
