"N","sim","alpha","e","P","seed","rownum","intercept","beta","y_var","R","b","e_alpha"
50000,694,0.25,1,500,81303,2082,1,3,1000,100,100,1
10000,695,0.25,1,100,76018,2083,1,3,1000,100,100,1
25000,695,0.25,1,250,88592,2084,1,3,1000,100,100,1
50000,695,0.25,1,500,52294,2085,1,3,1000,100,100,1
10000,696,0.25,1,100,82889,2086,1,3,1000,100,100,1
25000,696,0.25,1,250,20063,2087,1,3,1000,100,100,1
50000,696,0.25,1,500,570,2088,1,3,1000,100,100,1
10000,697,0.25,1,100,78746,2089,1,3,1000,100,100,1
25000,697,0.25,1,250,68268,2090,1,3,1000,100,100,1
50000,697,0.25,1,500,19412,2091,1,3,1000,100,100,1
10000,698,0.25,1,100,42735,2092,1,3,1000,100,100,1
25000,698,0.25,1,250,53484,2093,1,3,1000,100,100,1
50000,698,0.25,1,500,2699,2094,1,3,1000,100,100,1
10000,699,0.25,1,100,276,2095,1,3,1000,100,100,1
25000,699,0.25,1,250,22696,2096,1,3,1000,100,100,1
50000,699,0.25,1,500,16977,2097,1,3,1000,100,100,1
10000,700,0.25,1,100,80199,2098,1,3,1000,100,100,1
25000,700,0.25,1,250,36602,2099,1,3,1000,100,100,1
50000,700,0.25,1,500,42777,2100,1,3,1000,100,100,1
10000,701,0.25,1,100,75324,2101,1,3,1000,100,100,1
25000,701,0.25,1,250,41418,2102,1,3,1000,100,100,1
50000,701,0.25,1,500,93460,2103,1,3,1000,100,100,1
10000,702,0.25,1,100,93995,2104,1,3,1000,100,100,1
25000,702,0.25,1,250,23723,2105,1,3,1000,100,100,1
50000,702,0.25,1,500,14290,2106,1,3,1000,100,100,1
10000,703,0.25,1,100,71874,2107,1,3,1000,100,100,1
25000,703,0.25,1,250,34948,2108,1,3,1000,100,100,1
50000,703,0.25,1,500,68817,2109,1,3,1000,100,100,1
10000,704,0.25,1,100,37862,2110,1,3,1000,100,100,1
25000,704,0.25,1,250,34539,2111,1,3,1000,100,100,1
50000,704,0.25,1,500,65170,2112,1,3,1000,100,100,1
10000,705,0.25,1,100,95563,2113,1,3,1000,100,100,1
25000,705,0.25,1,250,267,2114,1,3,1000,100,100,1
50000,705,0.25,1,500,20359,2115,1,3,1000,100,100,1
10000,706,0.25,1,100,88984,2116,1,3,1000,100,100,1
25000,706,0.25,1,250,602,2117,1,3,1000,100,100,1
50000,706,0.25,1,500,26000,2118,1,3,1000,100,100,1
10000,707,0.25,1,100,47681,2119,1,3,1000,100,100,1
25000,707,0.25,1,250,72002,2120,1,3,1000,100,100,1
50000,707,0.25,1,500,30174,2121,1,3,1000,100,100,1
10000,708,0.25,1,100,61084,2122,1,3,1000,100,100,1
25000,708,0.25,1,250,51972,2123,1,3,1000,100,100,1
50000,708,0.25,1,500,76788,2124,1,3,1000,100,100,1
10000,709,0.25,1,100,29397,2125,1,3,1000,100,100,1
25000,709,0.25,1,250,2825,2126,1,3,1000,100,100,1
50000,709,0.25,1,500,78403,2127,1,3,1000,100,100,1
10000,710,0.25,1,100,76068,2128,1,3,1000,100,100,1
25000,710,0.25,1,250,42484,2129,1,3,1000,100,100,1
50000,710,0.25,1,500,81438,2130,1,3,1000,100,100,1
10000,711,0.25,1,100,95121,2131,1,3,1000,100,100,1
25000,711,0.25,1,250,9616,2132,1,3,1000,100,100,1
50000,711,0.25,1,500,63961,2133,1,3,1000,100,100,1
10000,712,0.25,1,100,73402,2134,1,3,1000,100,100,1
25000,712,0.25,1,250,19017,2135,1,3,1000,100,100,1
50000,712,0.25,1,500,76248,2136,1,3,1000,100,100,1
10000,713,0.25,1,100,3125,2137,1,3,1000,100,100,1
25000,713,0.25,1,250,66494,2138,1,3,1000,100,100,1
50000,713,0.25,1,500,98476,2139,1,3,1000,100,100,1
10000,714,0.25,1,100,97692,2140,1,3,1000,100,100,1
25000,714,0.25,1,250,93201,2141,1,3,1000,100,100,1
50000,714,0.25,1,500,6172,2142,1,3,1000,100,100,1
10000,715,0.25,1,100,94258,2143,1,3,1000,100,100,1
25000,715,0.25,1,250,8250,2144,1,3,1000,100,100,1
50000,715,0.25,1,500,6161,2145,1,3,1000,100,100,1
10000,716,0.25,1,100,21241,2146,1,3,1000,100,100,1
25000,716,0.25,1,250,34873,2147,1,3,1000,100,100,1
50000,716,0.25,1,500,15179,2148,1,3,1000,100,100,1
10000,717,0.25,1,100,90203,2149,1,3,1000,100,100,1
25000,717,0.25,1,250,98738,2150,1,3,1000,100,100,1
50000,717,0.25,1,500,4818,2151,1,3,1000,100,100,1
10000,718,0.25,1,100,31605,2152,1,3,1000,100,100,1
25000,718,0.25,1,250,22655,2153,1,3,1000,100,100,1
50000,718,0.25,1,500,47818,2154,1,3,1000,100,100,1
10000,719,0.25,1,100,29493,2155,1,3,1000,100,100,1
25000,719,0.25,1,250,45398,2156,1,3,1000,100,100,1
50000,719,0.25,1,500,30773,2157,1,3,1000,100,100,1
10000,720,0.25,1,100,65969,2158,1,3,1000,100,100,1
25000,720,0.25,1,250,27847,2159,1,3,1000,100,100,1
50000,720,0.25,1,500,95546,2160,1,3,1000,100,100,1
10000,721,0.25,1,100,66407,2161,1,3,1000,100,100,1
25000,721,0.25,1,250,39484,2162,1,3,1000,100,100,1
50000,721,0.25,1,500,99951,2163,1,3,1000,100,100,1
10000,722,0.25,1,100,7781,2164,1,3,1000,100,100,1
25000,722,0.25,1,250,27148,2165,1,3,1000,100,100,1
50000,722,0.25,1,500,2144,2166,1,3,1000,100,100,1
10000,723,0.25,1,100,20536,2167,1,3,1000,100,100,1
25000,723,0.25,1,250,90109,2168,1,3,1000,100,100,1
50000,723,0.25,1,500,8794,2169,1,3,1000,100,100,1
10000,724,0.25,1,100,57302,2170,1,3,1000,100,100,1
25000,724,0.25,1,250,12355,2171,1,3,1000,100,100,1
50000,724,0.25,1,500,92202,2172,1,3,1000,100,100,1
10000,725,0.25,1,100,52257,2173,1,3,1000,100,100,1
25000,725,0.25,1,250,33086,2174,1,3,1000,100,100,1
50000,725,0.25,1,500,97777,2175,1,3,1000,100,100,1
10000,726,0.25,1,100,79114,2176,1,3,1000,100,100,1
25000,726,0.25,1,250,14908,2177,1,3,1000,100,100,1
50000,726,0.25,1,500,69424,2178,1,3,1000,100,100,1
10000,727,0.25,1,100,47666,2179,1,3,1000,100,100,1
25000,727,0.25,1,250,7172,2180,1,3,1000,100,100,1
50000,727,0.25,1,500,97032,2181,1,3,1000,100,100,1
10000,728,0.25,1,100,60054,2182,1,3,1000,100,100,1
25000,728,0.25,1,250,30353,2183,1,3,1000,100,100,1
50000,728,0.25,1,500,86575,2184,1,3,1000,100,100,1
10000,729,0.25,1,100,80409,2185,1,3,1000,100,100,1
25000,729,0.25,1,250,56790,2186,1,3,1000,100,100,1
50000,729,0.25,1,500,84225,2187,1,3,1000,100,100,1
10000,730,0.25,1,100,84104,2188,1,3,1000,100,100,1
25000,730,0.25,1,250,23452,2189,1,3,1000,100,100,1
50000,730,0.25,1,500,6909,2190,1,3,1000,100,100,1
10000,731,0.25,1,100,72343,2191,1,3,1000,100,100,1
25000,731,0.25,1,250,38417,2192,1,3,1000,100,100,1
50000,731,0.25,1,500,10134,2193,1,3,1000,100,100,1
10000,732,0.25,1,100,81854,2194,1,3,1000,100,100,1
25000,732,0.25,1,250,80875,2195,1,3,1000,100,100,1
50000,732,0.25,1,500,70361,2196,1,3,1000,100,100,1
10000,733,0.25,1,100,50523,2197,1,3,1000,100,100,1
25000,733,0.25,1,250,82340,2198,1,3,1000,100,100,1
50000,733,0.25,1,500,31020,2199,1,3,1000,100,100,1
10000,734,0.25,1,100,86430,2200,1,3,1000,100,100,1
25000,734,0.25,1,250,30752,2201,1,3,1000,100,100,1
50000,734,0.25,1,500,22083,2202,1,3,1000,100,100,1
10000,735,0.25,1,100,79966,2203,1,3,1000,100,100,1
25000,735,0.25,1,250,96997,2204,1,3,1000,100,100,1
50000,735,0.25,1,500,70328,2205,1,3,1000,100,100,1
10000,736,0.25,1,100,88953,2206,1,3,1000,100,100,1
25000,736,0.25,1,250,74230,2207,1,3,1000,100,100,1
50000,736,0.25,1,500,64123,2208,1,3,1000,100,100,1
10000,737,0.25,1,100,72658,2209,1,3,1000,100,100,1
25000,737,0.25,1,250,51,2210,1,3,1000,100,100,1
50000,737,0.25,1,500,76655,2211,1,3,1000,100,100,1
10000,738,0.25,1,100,44063,2212,1,3,1000,100,100,1
25000,738,0.25,1,250,71587,2213,1,3,1000,100,100,1
50000,738,0.25,1,500,65554,2214,1,3,1000,100,100,1
10000,739,0.25,1,100,61148,2215,1,3,1000,100,100,1
25000,739,0.25,1,250,58067,2216,1,3,1000,100,100,1
50000,739,0.25,1,500,52496,2217,1,3,1000,100,100,1
10000,740,0.25,1,100,8495,2218,1,3,1000,100,100,1
25000,740,0.25,1,250,73236,2219,1,3,1000,100,100,1
50000,740,0.25,1,500,56509,2220,1,3,1000,100,100,1
10000,741,0.25,1,100,72058,2221,1,3,1000,100,100,1
25000,741,0.25,1,250,51570,2222,1,3,1000,100,100,1
50000,741,0.25,1,500,21485,2223,1,3,1000,100,100,1
10000,742,0.25,1,100,96744,2224,1,3,1000,100,100,1
25000,742,0.25,1,250,65806,2225,1,3,1000,100,100,1
50000,742,0.25,1,500,42703,2226,1,3,1000,100,100,1
10000,743,0.25,1,100,63264,2227,1,3,1000,100,100,1
25000,743,0.25,1,250,79579,2228,1,3,1000,100,100,1
50000,743,0.25,1,500,33393,2229,1,3,1000,100,100,1
10000,744,0.25,1,100,18315,2230,1,3,1000,100,100,1
25000,744,0.25,1,250,32131,2231,1,3,1000,100,100,1
50000,744,0.25,1,500,46572,2232,1,3,1000,100,100,1
10000,745,0.25,1,100,72515,2233,1,3,1000,100,100,1
25000,745,0.25,1,250,20617,2234,1,3,1000,100,100,1
50000,745,0.25,1,500,57678,2235,1,3,1000,100,100,1
10000,746,0.25,1,100,7328,2236,1,3,1000,100,100,1
25000,746,0.25,1,250,61243,2237,1,3,1000,100,100,1
50000,746,0.25,1,500,64179,2238,1,3,1000,100,100,1
10000,747,0.25,1,100,80858,2239,1,3,1000,100,100,1
25000,747,0.25,1,250,88437,2240,1,3,1000,100,100,1
50000,747,0.25,1,500,51912,2241,1,3,1000,100,100,1
10000,748,0.25,1,100,62002,2242,1,3,1000,100,100,1
25000,748,0.25,1,250,11513,2243,1,3,1000,100,100,1
50000,748,0.25,1,500,65984,2244,1,3,1000,100,100,1
10000,749,0.25,1,100,5255,2245,1,3,1000,100,100,1
25000,749,0.25,1,250,53039,2246,1,3,1000,100,100,1
50000,749,0.25,1,500,41353,2247,1,3,1000,100,100,1
10000,750,0.25,1,100,3868,2248,1,3,1000,100,100,1
25000,750,0.25,1,250,41199,2249,1,3,1000,100,100,1
50000,750,0.25,1,500,66641,2250,1,3,1000,100,100,1
10000,751,0.25,1,100,44413,2251,1,3,1000,100,100,1
25000,751,0.25,1,250,67479,2252,1,3,1000,100,100,1
50000,751,0.25,1,500,26539,2253,1,3,1000,100,100,1
10000,752,0.25,1,100,62081,2254,1,3,1000,100,100,1
25000,752,0.25,1,250,80093,2255,1,3,1000,100,100,1
50000,752,0.25,1,500,87461,2256,1,3,1000,100,100,1
10000,753,0.25,1,100,51061,2257,1,3,1000,100,100,1
25000,753,0.25,1,250,1321,2258,1,3,1000,100,100,1
50000,753,0.25,1,500,36676,2259,1,3,1000,100,100,1
10000,754,0.25,1,100,80507,2260,1,3,1000,100,100,1
25000,754,0.25,1,250,92211,2261,1,3,1000,100,100,1
50000,754,0.25,1,500,34769,2262,1,3,1000,100,100,1
10000,755,0.25,1,100,51576,2263,1,3,1000,100,100,1
25000,755,0.25,1,250,9795,2264,1,3,1000,100,100,1
50000,755,0.25,1,500,84995,2265,1,3,1000,100,100,1
10000,756,0.25,1,100,22266,2266,1,3,1000,100,100,1
25000,756,0.25,1,250,58317,2267,1,3,1000,100,100,1
50000,756,0.25,1,500,43521,2268,1,3,1000,100,100,1
10000,757,0.25,1,100,1880,2269,1,3,1000,100,100,1
25000,757,0.25,1,250,83205,2270,1,3,1000,100,100,1
50000,757,0.25,1,500,96067,2271,1,3,1000,100,100,1
10000,758,0.25,1,100,13371,2272,1,3,1000,100,100,1
25000,758,0.25,1,250,59586,2273,1,3,1000,100,100,1
50000,758,0.25,1,500,55798,2274,1,3,1000,100,100,1
10000,759,0.25,1,100,14414,2275,1,3,1000,100,100,1
25000,759,0.25,1,250,85639,2276,1,3,1000,100,100,1
50000,759,0.25,1,500,97522,2277,1,3,1000,100,100,1
10000,760,0.25,1,100,21884,2278,1,3,1000,100,100,1
25000,760,0.25,1,250,23994,2279,1,3,1000,100,100,1
50000,760,0.25,1,500,19792,2280,1,3,1000,100,100,1
10000,761,0.25,1,100,68847,2281,1,3,1000,100,100,1
25000,761,0.25,1,250,48977,2282,1,3,1000,100,100,1
50000,761,0.25,1,500,39128,2283,1,3,1000,100,100,1
10000,762,0.25,1,100,25246,2284,1,3,1000,100,100,1
25000,762,0.25,1,250,95725,2285,1,3,1000,100,100,1
50000,762,0.25,1,500,12727,2286,1,3,1000,100,100,1
10000,763,0.25,1,100,44761,2287,1,3,1000,100,100,1
25000,763,0.25,1,250,72704,2288,1,3,1000,100,100,1
50000,763,0.25,1,500,78418,2289,1,3,1000,100,100,1
10000,764,0.25,1,100,84497,2290,1,3,1000,100,100,1
25000,764,0.25,1,250,94298,2291,1,3,1000,100,100,1
50000,764,0.25,1,500,86208,2292,1,3,1000,100,100,1
10000,765,0.25,1,100,38717,2293,1,3,1000,100,100,1
25000,765,0.25,1,250,64304,2294,1,3,1000,100,100,1
50000,765,0.25,1,500,51513,2295,1,3,1000,100,100,1
10000,766,0.25,1,100,85957,2296,1,3,1000,100,100,1
25000,766,0.25,1,250,67604,2297,1,3,1000,100,100,1
50000,766,0.25,1,500,88727,2298,1,3,1000,100,100,1
10000,767,0.25,1,100,1886,2299,1,3,1000,100,100,1
25000,767,0.25,1,250,76508,2300,1,3,1000,100,100,1
50000,767,0.25,1,500,14641,2301,1,3,1000,100,100,1
10000,768,0.25,1,100,51109,2302,1,3,1000,100,100,1
25000,768,0.25,1,250,39339,2303,1,3,1000,100,100,1
50000,768,0.25,1,500,72879,2304,1,3,1000,100,100,1
10000,769,0.25,1,100,50362,2305,1,3,1000,100,100,1
25000,769,0.25,1,250,60780,2306,1,3,1000,100,100,1
50000,769,0.25,1,500,71697,2307,1,3,1000,100,100,1
10000,770,0.25,1,100,86115,2308,1,3,1000,100,100,1
25000,770,0.25,1,250,53232,2309,1,3,1000,100,100,1
50000,770,0.25,1,500,32626,2310,1,3,1000,100,100,1
10000,771,0.25,1,100,56733,2311,1,3,1000,100,100,1
25000,771,0.25,1,250,79939,2312,1,3,1000,100,100,1
50000,771,0.25,1,500,20319,2313,1,3,1000,100,100,1
10000,772,0.25,1,100,1399,2314,1,3,1000,100,100,1
25000,772,0.25,1,250,27780,2315,1,3,1000,100,100,1
50000,772,0.25,1,500,98169,2316,1,3,1000,100,100,1
10000,773,0.25,1,100,71718,2317,1,3,1000,100,100,1
25000,773,0.25,1,250,47764,2318,1,3,1000,100,100,1
50000,773,0.25,1,500,19814,2319,1,3,1000,100,100,1
10000,774,0.25,1,100,14233,2320,1,3,1000,100,100,1
25000,774,0.25,1,250,82907,2321,1,3,1000,100,100,1
50000,774,0.25,1,500,49992,2322,1,3,1000,100,100,1
10000,775,0.25,1,100,39730,2323,1,3,1000,100,100,1
25000,775,0.25,1,250,62907,2324,1,3,1000,100,100,1
50000,775,0.25,1,500,52332,2325,1,3,1000,100,100,1
10000,776,0.25,1,100,48820,2326,1,3,1000,100,100,1
25000,776,0.25,1,250,3722,2327,1,3,1000,100,100,1
50000,776,0.25,1,500,37246,2328,1,3,1000,100,100,1
10000,777,0.25,1,100,42815,2329,1,3,1000,100,100,1
25000,777,0.25,1,250,78945,2330,1,3,1000,100,100,1
50000,777,0.25,1,500,20382,2331,1,3,1000,100,100,1
10000,778,0.25,1,100,95939,2332,1,3,1000,100,100,1
25000,778,0.25,1,250,1995,2333,1,3,1000,100,100,1
50000,778,0.25,1,500,20550,2334,1,3,1000,100,100,1
10000,779,0.25,1,100,7952,2335,1,3,1000,100,100,1
25000,779,0.25,1,250,7023,2336,1,3,1000,100,100,1
50000,779,0.25,1,500,6383,2337,1,3,1000,100,100,1
10000,780,0.25,1,100,27165,2338,1,3,1000,100,100,1
25000,780,0.25,1,250,55151,2339,1,3,1000,100,100,1
50000,780,0.25,1,500,35467,2340,1,3,1000,100,100,1
10000,781,0.25,1,100,20093,2341,1,3,1000,100,100,1
25000,781,0.25,1,250,73765,2342,1,3,1000,100,100,1
50000,781,0.25,1,500,86679,2343,1,3,1000,100,100,1
10000,782,0.25,1,100,70904,2344,1,3,1000,100,100,1
25000,782,0.25,1,250,31038,2345,1,3,1000,100,100,1
50000,782,0.25,1,500,87194,2346,1,3,1000,100,100,1
10000,783,0.25,1,100,28417,2347,1,3,1000,100,100,1
25000,783,0.25,1,250,78335,2348,1,3,1000,100,100,1
50000,783,0.25,1,500,48267,2349,1,3,1000,100,100,1
10000,784,0.25,1,100,10645,2350,1,3,1000,100,100,1
25000,784,0.25,1,250,49555,2351,1,3,1000,100,100,1
50000,784,0.25,1,500,28019,2352,1,3,1000,100,100,1
10000,785,0.25,1,100,52686,2353,1,3,1000,100,100,1
25000,785,0.25,1,250,44917,2354,1,3,1000,100,100,1
50000,785,0.25,1,500,55790,2355,1,3,1000,100,100,1
10000,786,0.25,1,100,97035,2356,1,3,1000,100,100,1
25000,786,0.25,1,250,24290,2357,1,3,1000,100,100,1
50000,786,0.25,1,500,65262,2358,1,3,1000,100,100,1
10000,787,0.25,1,100,49944,2359,1,3,1000,100,100,1
25000,787,0.25,1,250,60084,2360,1,3,1000,100,100,1
50000,787,0.25,1,500,16659,2361,1,3,1000,100,100,1
10000,788,0.25,1,100,8188,2362,1,3,1000,100,100,1
25000,788,0.25,1,250,3333,2363,1,3,1000,100,100,1
50000,788,0.25,1,500,92150,2364,1,3,1000,100,100,1
10000,789,0.25,1,100,72980,2365,1,3,1000,100,100,1
25000,789,0.25,1,250,85414,2366,1,3,1000,100,100,1
50000,789,0.25,1,500,42850,2367,1,3,1000,100,100,1
10000,790,0.25,1,100,92756,2368,1,3,1000,100,100,1
25000,790,0.25,1,250,17723,2369,1,3,1000,100,100,1
50000,790,0.25,1,500,15825,2370,1,3,1000,100,100,1
10000,791,0.25,1,100,37703,2371,1,3,1000,100,100,1
25000,791,0.25,1,250,45337,2372,1,3,1000,100,100,1
50000,791,0.25,1,500,66187,2373,1,3,1000,100,100,1
10000,792,0.25,1,100,10405,2374,1,3,1000,100,100,1
25000,792,0.25,1,250,49594,2375,1,3,1000,100,100,1
50000,792,0.25,1,500,5707,2376,1,3,1000,100,100,1
10000,793,0.25,1,100,24188,2377,1,3,1000,100,100,1
25000,793,0.25,1,250,1465,2378,1,3,1000,100,100,1
50000,793,0.25,1,500,5429,2379,1,3,1000,100,100,1
10000,794,0.25,1,100,28785,2380,1,3,1000,100,100,1
25000,794,0.25,1,250,43052,2381,1,3,1000,100,100,1
50000,794,0.25,1,500,82214,2382,1,3,1000,100,100,1
10000,795,0.25,1,100,86566,2383,1,3,1000,100,100,1
25000,795,0.25,1,250,37072,2384,1,3,1000,100,100,1
50000,795,0.25,1,500,66070,2385,1,3,1000,100,100,1
10000,796,0.25,1,100,44941,2386,1,3,1000,100,100,1
25000,796,0.25,1,250,21413,2387,1,3,1000,100,100,1
50000,796,0.25,1,500,74429,2388,1,3,1000,100,100,1
10000,797,0.25,1,100,458,2389,1,3,1000,100,100,1
25000,797,0.25,1,250,28786,2390,1,3,1000,100,100,1
50000,797,0.25,1,500,67660,2391,1,3,1000,100,100,1
10000,798,0.25,1,100,80728,2392,1,3,1000,100,100,1
25000,798,0.25,1,250,70618,2393,1,3,1000,100,100,1
50000,798,0.25,1,500,71978,2394,1,3,1000,100,100,1
10000,799,0.25,1,100,42233,2395,1,3,1000,100,100,1
25000,799,0.25,1,250,79518,2396,1,3,1000,100,100,1
50000,799,0.25,1,500,88770,2397,1,3,1000,100,100,1
10000,800,0.25,1,100,53285,2398,1,3,1000,100,100,1
25000,800,0.25,1,250,12428,2399,1,3,1000,100,100,1
50000,800,0.25,1,500,40018,2400,1,3,1000,100,100,1
10000,801,0.25,1,100,47051,2401,1,3,1000,100,100,1
25000,801,0.25,1,250,54541,2402,1,3,1000,100,100,1
50000,801,0.25,1,500,34001,2403,1,3,1000,100,100,1
10000,802,0.25,1,100,60393,2404,1,3,1000,100,100,1
25000,802,0.25,1,250,2355,2405,1,3,1000,100,100,1
50000,802,0.25,1,500,14261,2406,1,3,1000,100,100,1
10000,803,0.25,1,100,76893,2407,1,3,1000,100,100,1
25000,803,0.25,1,250,60640,2408,1,3,1000,100,100,1
50000,803,0.25,1,500,60543,2409,1,3,1000,100,100,1
10000,804,0.25,1,100,26119,2410,1,3,1000,100,100,1
25000,804,0.25,1,250,51593,2411,1,3,1000,100,100,1
50000,804,0.25,1,500,62241,2412,1,3,1000,100,100,1
10000,805,0.25,1,100,26939,2413,1,3,1000,100,100,1
25000,805,0.25,1,250,51798,2414,1,3,1000,100,100,1
50000,805,0.25,1,500,96429,2415,1,3,1000,100,100,1
10000,806,0.25,1,100,94989,2416,1,3,1000,100,100,1
25000,806,0.25,1,250,74677,2417,1,3,1000,100,100,1
50000,806,0.25,1,500,23633,2418,1,3,1000,100,100,1
10000,807,0.25,1,100,10986,2419,1,3,1000,100,100,1
25000,807,0.25,1,250,27445,2420,1,3,1000,100,100,1
50000,807,0.25,1,500,24490,2421,1,3,1000,100,100,1
10000,808,0.25,1,100,23187,2422,1,3,1000,100,100,1
25000,808,0.25,1,250,40948,2423,1,3,1000,100,100,1
50000,808,0.25,1,500,9580,2424,1,3,1000,100,100,1
10000,809,0.25,1,100,33096,2425,1,3,1000,100,100,1
25000,809,0.25,1,250,98980,2426,1,3,1000,100,100,1
50000,809,0.25,1,500,84569,2427,1,3,1000,100,100,1
10000,810,0.25,1,100,75689,2428,1,3,1000,100,100,1
25000,810,0.25,1,250,60527,2429,1,3,1000,100,100,1
50000,810,0.25,1,500,43651,2430,1,3,1000,100,100,1
10000,811,0.25,1,100,9979,2431,1,3,1000,100,100,1
25000,811,0.25,1,250,49134,2432,1,3,1000,100,100,1
50000,811,0.25,1,500,42357,2433,1,3,1000,100,100,1
10000,812,0.25,1,100,65444,2434,1,3,1000,100,100,1
25000,812,0.25,1,250,45415,2435,1,3,1000,100,100,1
50000,812,0.25,1,500,43649,2436,1,3,1000,100,100,1
10000,813,0.25,1,100,30932,2437,1,3,1000,100,100,1
25000,813,0.25,1,250,87560,2438,1,3,1000,100,100,1
50000,813,0.25,1,500,94267,2439,1,3,1000,100,100,1
10000,814,0.25,1,100,7251,2440,1,3,1000,100,100,1
25000,814,0.25,1,250,42836,2441,1,3,1000,100,100,1
50000,814,0.25,1,500,83684,2442,1,3,1000,100,100,1
10000,815,0.25,1,100,8033,2443,1,3,1000,100,100,1
25000,815,0.25,1,250,15378,2444,1,3,1000,100,100,1
50000,815,0.25,1,500,15554,2445,1,3,1000,100,100,1
10000,816,0.25,1,100,54639,2446,1,3,1000,100,100,1
25000,816,0.25,1,250,29313,2447,1,3,1000,100,100,1
50000,816,0.25,1,500,17314,2448,1,3,1000,100,100,1
10000,817,0.25,1,100,49924,2449,1,3,1000,100,100,1
25000,817,0.25,1,250,90297,2450,1,3,1000,100,100,1
50000,817,0.25,1,500,71699,2451,1,3,1000,100,100,1
10000,818,0.25,1,100,25838,2452,1,3,1000,100,100,1
25000,818,0.25,1,250,78777,2453,1,3,1000,100,100,1
50000,818,0.25,1,500,57133,2454,1,3,1000,100,100,1
10000,819,0.25,1,100,48206,2455,1,3,1000,100,100,1
25000,819,0.25,1,250,50644,2456,1,3,1000,100,100,1
50000,819,0.25,1,500,74603,2457,1,3,1000,100,100,1
10000,820,0.25,1,100,67857,2458,1,3,1000,100,100,1
25000,820,0.25,1,250,45686,2459,1,3,1000,100,100,1
50000,820,0.25,1,500,38482,2460,1,3,1000,100,100,1
10000,821,0.25,1,100,71235,2461,1,3,1000,100,100,1
25000,821,0.25,1,250,93496,2462,1,3,1000,100,100,1
50000,821,0.25,1,500,81873,2463,1,3,1000,100,100,1
10000,822,0.25,1,100,94037,2464,1,3,1000,100,100,1
25000,822,0.25,1,250,5599,2465,1,3,1000,100,100,1
50000,822,0.25,1,500,24992,2466,1,3,1000,100,100,1
10000,823,0.25,1,100,14145,2467,1,3,1000,100,100,1
25000,823,0.25,1,250,87622,2468,1,3,1000,100,100,1
50000,823,0.25,1,500,41871,2469,1,3,1000,100,100,1
10000,824,0.25,1,100,17268,2470,1,3,1000,100,100,1
25000,824,0.25,1,250,20166,2471,1,3,1000,100,100,1
50000,824,0.25,1,500,22594,2472,1,3,1000,100,100,1
10000,825,0.25,1,100,77499,2473,1,3,1000,100,100,1
25000,825,0.25,1,250,52279,2474,1,3,1000,100,100,1
50000,825,0.25,1,500,63155,2475,1,3,1000,100,100,1
10000,826,0.25,1,100,97641,2476,1,3,1000,100,100,1
25000,826,0.25,1,250,22985,2477,1,3,1000,100,100,1
50000,826,0.25,1,500,46545,2478,1,3,1000,100,100,1
10000,827,0.25,1,100,31670,2479,1,3,1000,100,100,1
25000,827,0.25,1,250,76654,2480,1,3,1000,100,100,1
50000,827,0.25,1,500,78753,2481,1,3,1000,100,100,1
10000,828,0.25,1,100,2976,2482,1,3,1000,100,100,1
25000,828,0.25,1,250,27563,2483,1,3,1000,100,100,1
50000,828,0.25,1,500,73929,2484,1,3,1000,100,100,1
10000,829,0.25,1,100,30396,2485,1,3,1000,100,100,1
25000,829,0.25,1,250,28444,2486,1,3,1000,100,100,1
50000,829,0.25,1,500,51772,2487,1,3,1000,100,100,1
10000,830,0.25,1,100,70815,2488,1,3,1000,100,100,1
25000,830,0.25,1,250,7358,2489,1,3,1000,100,100,1
50000,830,0.25,1,500,79598,2490,1,3,1000,100,100,1
10000,831,0.25,1,100,10972,2491,1,3,1000,100,100,1
25000,831,0.25,1,250,84906,2492,1,3,1000,100,100,1
50000,831,0.25,1,500,84082,2493,1,3,1000,100,100,1
10000,832,0.25,1,100,33908,2494,1,3,1000,100,100,1
25000,832,0.25,1,250,96079,2495,1,3,1000,100,100,1
50000,832,0.25,1,500,18219,2496,1,3,1000,100,100,1
10000,833,0.25,1,100,5977,2497,1,3,1000,100,100,1
25000,833,0.25,1,250,36638,2498,1,3,1000,100,100,1
50000,833,0.25,1,500,88863,2499,1,3,1000,100,100,1
10000,834,0.25,1,100,14628,2500,1,3,1000,100,100,1
25000,834,0.25,1,250,30642,2501,1,3,1000,100,100,1
50000,834,0.25,1,500,85489,2502,1,3,1000,100,100,1
10000,835,0.25,1,100,25846,2503,1,3,1000,100,100,1
25000,835,0.25,1,250,57627,2504,1,3,1000,100,100,1
50000,835,0.25,1,500,1111,2505,1,3,1000,100,100,1
10000,836,0.25,1,100,83932,2506,1,3,1000,100,100,1
25000,836,0.25,1,250,98678,2507,1,3,1000,100,100,1
50000,836,0.25,1,500,67057,2508,1,3,1000,100,100,1
10000,837,0.25,1,100,41504,2509,1,3,1000,100,100,1
25000,837,0.25,1,250,66912,2510,1,3,1000,100,100,1
50000,837,0.25,1,500,9153,2511,1,3,1000,100,100,1
10000,838,0.25,1,100,64892,2512,1,3,1000,100,100,1
25000,838,0.25,1,250,28788,2513,1,3,1000,100,100,1
50000,838,0.25,1,500,60838,2514,1,3,1000,100,100,1
10000,839,0.25,1,100,61631,2515,1,3,1000,100,100,1
25000,839,0.25,1,250,53348,2516,1,3,1000,100,100,1
50000,839,0.25,1,500,97301,2517,1,3,1000,100,100,1
